"Simple average house and mortage price statistics [note 1, 2, 3, 4, 5, 6, 7]",,,,,,,,,,,,,,,,,
This worksheet contains one table. Some cells refer to notes that can be found within the notes worksheet.,,,,,,,,,,,,,,,,,
Period,Region,Region code,New dwellings Price,New dwellings average advance,New dwellings average recorded income of borrowers,Other dwellings Price,Other dwellings average advance,Other dwellings average recorded income of borrowers,All dwellings Price,All dwellings average advance,All dwellings average recorded income of borrowers,First time buyers Price,First time buyers average advance,First time buyers average recorded income of borrowers,Former owner occupiers Price,Former owner occupiers average advance,Former owner occupiers average recorded income of borrowers
2009 Q2,Scotland,S92000003,"196,000 ","124,000 ","50,000 ","163,000 ","106,000 ","46,000 ","168,000 ","109,000 ","46,000 ","121,000 ","87,000 ","34,000 ","195,000 ","121,000 ","53,000 "
2009 Q3,Scotland,S92000003,"201,000 ","123,000 ","50,000 ","182,000 ","114,000 ","49,000 ","183,000 ","115,000 ","49,000 ","130,000 ","90,000 ","36,000 ","209,000 ","127,000 ","56,000 "
2009 Q4,Scotland,S92000003,"210,000 ","131,000 ","54,000 ","184,000 ","117,000 ","49,000 ","186,000 ","118,000 ","50,000 ","131,000 ","92,000 ","37,000 ","211,000 ","130,000 ","56,000 "
2010 Q1,Scotland,S92000003,"209,000 ","127,000 ","53,000 ","180,000 ","116,000 ","48,000 ","184,000 ","117,000 ","49,000 ","122,000 ","85,000 ","34,000 ","214,000 ","133,000 ","56,000 "
2010 Q2,Scotland,S92000003,"200,000 ","130,000 ","51,000 ","183,000 ","118,000 ","49,000 ","185,000 ","120,000 ","49,000 ","129,000 ","93,000 ","36,000 ","211,000 ","132,000 ","55,000 "
2010 Q3,Scotland,S92000003,"200,000 ","129,000 ","50,000 ","188,000 ","123,000 ","51,000 ","190,000 ","124,000 ","51,000 ","129,000 ","94,000 ","36,000 ","219,000 ","138,000 ","58,000 "
2010 Q4,Scotland,S92000003,"216,000 ","141,000 ","56,000 ","177,000 ","117,000 ","49,000 ","181,000 ","120,000 ","50,000 ","122,000 ","89,000 ","36,000 ","210,000 ","136,000 ","57,000 "
2011 Q1,Scotland,S92000003,"195,000 ","130,000 ","51,000 ","169,000 ","113,000 ","48,000 ","171,000 ","115,000 ","48,000 ","119,000 ","88,000 ","34,000 ","202,000 ","131,000 ","56,000 "
2011 Q2,Scotland,S92000003,"215,000 ","143,000 ","54,000 ","178,000 ","117,000 ","50,000 ","182,000 ","121,000 ","50,000 ","125,000 ","91,000 ","36,000 ","210,000 ","135,000 ","58,000 "
2011 Q3,Scotland,S92000003,"224,000 ","144,000 ","59,000 ","187,000 ","123,000 ","51,000 ","188,000 ","125,000 ","52,000 ","130,000 ","97,000 ","38,000 ","216,000 ","138,000 ","59,000 "
2011 Q4,Scotland,S92000003,"218,000 ","146,000 ","57,000 ","176,000 ","118,000 ","48,000 ","179,000 ","121,000 ","49,000 ","123,000 ","92,000 ","36,000 ","209,000 ","136,000 ","56,000 "
2012 Q1,Scotland,S92000003,"220,000 ","151,000 ","59,000 ","172,000 ","118,000 ","49,000 ","175,000 ","121,000 ","50,000 ","127,000 ","97,000 ","37,000 ","203,000 ","135,000 ","57,000 "
2012 Q2,Scotland,S92000003,"220,000 ","151,000 ","57,000 ","174,000 ","119,000 ","50,000 ","179,000 ","122,000 ","50,000 ","122,000 ","95,000 ","38,000 ","209,000 ","137,000 ","57,000 "
2012 Q3,Scotland,S92000003,"213,000 ","141,000 ","54,000 ","181,000 ","122,000 ","51,000 ","184,000 ","125,000 ","51,000 ","126,000 ","97,000 ","38,000 ","219,000 ","141,000 ","59,000 "
2012 Q4,Scotland,S92000003,"228,000 ","154,000 ","59,000 ","179,000 ","124,000 ","50,000 ","184,000 ","127,000 ","52,000 ","129,000 ","99,000 ","38,000 ","213,000 ","142,000 ","59,000 "
2013 Q1,Scotland,S92000003,"204,000 ","143,000 ","55,000 ","171,000 ","118,000 ","50,000 ","173,000 ","120,000 ","50,000 ","123,000 ","95,000 ","37,000 ","207,000 ","137,000 ","59,000 "
2013 Q2,Scotland,S92000003,"213,000 ","148,000 ","59,000 ","175,000 ","124,000 ","51,000 ","178,000 ","126,000 ","52,000 ","128,000 ","102,000 ","38,000 ","211,000 ","142,000 ","60,000 "
2013 Q3,Scotland,S92000003,"221,000 ","152,000 ","56,000 ","185,000 ","129,000 ","52,000 ","187,000 ","131,000 ","53,000 ","133,000 ","105,000 ","39,000 ","219,000 ","146,000 ","60,000 "
2013 Q4,Scotland,S92000003,"228,000 ","157,000 ","61,000 ","183,000 ","127,000 ","52,000 ","187,000 ","130,000 ","52,000 ","133,000 ","103,000 ","39,000 ","219,000 ","146,000 ","60,000 "
2014 Q1,Scotland,S92000003,"216,000 ","159,000 ","60,000 ","177,000 ","124,000 ","50,000 ","179,000 ","127,000 ","51,000 ","126,000 ","99,000 ","38,000 ","216,000 ","146,000 ","60,000 "
2014 Q2,Scotland,S92000003,"216,000 ","155,000 ","60,000 ","186,000 ","130,000 ","52,000 ","190,000 ","134,000 ","53,000 ","136,000 ","107,000 ","40,000 ","222,000 ","150,000 ","61,000 "
2014 Q3,Scotland,S92000003,"224,000 ","162,000 ","63,000 ","197,000 ","134,000 ","54,000 ","201,000 ","139,000 ","55,000 ","136,000 ","114,000 ","42,000 ","236,000 ","154,000 ","63,000 "
2014 Q4,Scotland,S92000003,"227,000 ","159,000 ","63,000 ","189,000 ","131,000 ","53,000 ","195,000 ","136,000 ","54,000 ","144,000 ","113,000 ","42,000 ","225,000 ","150,000 ","61,000 "
2015 Q1,Scotland,S92000003,"261,000 ","177,000 ","74,000 ","203,000 ","142,000 ","57,000 ","210,000 ","146,000 ","59,000 ","143,000 ","113,000 ","43,000 ","256,000 ","169,000 ","69,000 "
2015 Q2,Scotland,S92000003,"211,000 ","152,000 ","55,000 ","174,000 ","128,000 ","51,000 ","181,000 ","133,000 ","52,000 ","141,000 ","113,000 ","41,000 ","214,000 ","148,000 ","60,000 "
2015 Q3,Scotland,S92000003,"231,000 ","164,000 ","62,000 ","187,000 ","132,000 ","52,000 ","193,000 ","136,000 ","54,000 ","142,000 ","112,000 ","41,000 ","229,000 ","153,000 ","63,000 "
2015 Q4,Scotland,S92000003,"223,000 ","159,000 ","59,000 ","181,000 ","131,000 ","52,000 ","190,000 ","137,000 ","54,000 ","140,000 ","113,000 ","42,000 ","229,000 ","155,000 ","64,000 "
2016 Q1,Scotland,S92000003,"253,000 ","178,000 ","64,000 ","174,000 ","128,000 ","51,000 ","183,000 ","134,000 ","53,000 ","134,000 ","109,000 ","40,000 ","224,000 ","154,000 ","63,000 "
2016 Q2,Scotland,S92000003,"244,000 ","173,000 ","62,000 ","173,000 ","128,000 ","48,000 ","184,000 ","135,000 ","50,000 ","137,000 ","112,000 ","40,000 ","231,000 ","158,000 ","61,000 "
2016 Q3,Scotland,S92000003,"236,000 ","169,000 ","60,000 ","184,000 ","133,000 ","51,000 ","190,000 ","137,000 ","52,000 ","142,000 ","115,000 ","40,000 ","236,000 ","158,000 ","63,000 "
2016 Q4,Scotland,S92000003,"251,000 ","177,000 ","61,000 ","182,000 ","131,000 ","51,000 ","192,000 ","138,000 ","52,000 ","142,000 ","113,000 ","40,000 ","237,000 ","159,000 ","63,000 "
2017 Q1,Scotland,S92000003,"251,000 ","179,000 ","63,000 ","168,000 ","123,000 ","47,000 ","178,000 ","130,000 ","49,000 ","133,000 ","106,000 ","38,000 ","229,000 ","156,000 ","61,000 "
2017 Q2,Scotland,S92000003,"255,000 ","180,000 ","62,000 ","172,000 ","127,000 ","47,000 ","182,000 ","133,000 ","49,000 ","136,000 ","109,000 ","38,000 ","232,000 ","159,000 ","61,000 "
2017 Q3,Scotland,S92000003,"256,000 ","180,000 ","63,000 ","183,000 ","133,000 ","50,000 ","191,000 ","138,000 ","51,000 ","139,000 ","112,000 ","39,000 ","244,000 ","165,000 ","63,000 "
2017 Q4,Scotland,S92000003,"256,000 ","181,000 ","61,000 ","176,000 ","129,000 ","47,000 ","188,000 ","137,000 ","49,000 ","142,000 ","114,000 ","39,000 ","234,000 ","159,000 ","60,000 "
2018 Q1,Scotland,S92000003,"258,000 ","183,000 ","63,000 ","177,000 ","130,000 ","48,000 ","188,000 ","137,000 ","50,000 ","142,000 ","114,000 ","39,000 ","238,000 ","163,000 ","62,000 "
2018 Q2,Scotland,S92000003,"253,000 ","176,000 ","61,000 ","178,000 ","131,000 ","48,000 ","189,000 ","138,000 ","50,000 ","146,000 ","116,000 ","40,000 ","234,000 ","160,000 ","61,000 "
2018 Q3,Scotland,S92000003,"253,000 ","178,000 ","63,000 ","185,000 ","134,000 ","49,000 ","193,000 ","139,000 ","51,000 ","145,000 ","116,000 ","40,000 ","240,000 ","163,000 ","61,000 "
2018 Q4,Scotland,S92000003,"245,000 ","177,000 ","60,000 ","182,000 ","134,000 ","49,000 ","192,000 ","141,000 ","50,000 ","148,000 ","119,000 ","40,000 ","239,000 ","164,000 ","61,000 "
2019 Q1,Scotland,S92000003,"246,000 ","182,000 ","61,000 ","177,000 ","132,000 ","47,000 ","188,000 ","140,000 ","49,000 ","144,000 ","117,000 ","39,000 ","234,000 ","164,000 ","60,000 "
2019 Q2,Scotland,S92000003,"255,000 ","187,000 ","62,000 ","177,000 ","133,000 ","48,000 ","190,000 ","141,000 ","50,000 ","143,000 ","118,000 ","39,000 ","238,000 ","166,000 ","62,000 "
2019 Q3,Scotland,S92000003,"257,000 ","187,000 ","64,000 ","186,000 ","138,000 ","50,000 ","194,000 ","144,000 ","52,000 ","147,000 ","121,000 ","41,000 ","243,000 ","168,000 ","64,000 "
2019 Q4,Scotland,S92000003,"261,000 ","189,000 ","64,000 ","185,000 ","138,000 ","50,000 ","199,000 ","147,000 ","53,000 ","148,000 ","121,000 ","41,000 ","246,000 ","171,000 ","64,000 "
2020 Q1,Scotland,S92000003,"253,000 ","185,000 ","64,000 ","180,000 ","136,000 ","50,000 ","193,000 ","144,000 ","52,000 ","148,000 ","121,000 ","41,000 ","238,000 ","168,000 ","64,000 "
2020 Q2,Scotland,S92000003,"267,000 ","193,000 ","65,000 ","184,000 ","137,000 ","49,000 ","190,000 ","142,000 ","51,000 ","146,000 ","119,000 ","40,000 ","242,000 ","169,000 ","63,000 "
2020 Q3,Scotland,S92000003,"271,000 ","195,000 ","66,000 ","195,000 ","141,000 ","52,000 ","208,000 ","150,000 ","54,000 ","157,000 ","123,000 ","42,000 ","256,000 ","176,000 ","66,000 "
2020 Q4,Scotland,S92000003,"277,000 ","198,000 ","65,000 ","208,000 ","145,000 ","53,000 ","217,000 ","152,000 ","55,000 ","162,000 ","123,000 ","42,000 ","265,000 ","177,000 ","66,000 "
2021 Q1,Scotland,S92000003,"286,000 ","199,000 ","66,000 ","213,000 ","149,000 ","54,000 ","222,000 ","156,000 ","56,000 ","165,000 ","126,000 ","43,000 ","269,000 ","180,000 ","66,000 "
2021 Q2,Scotland,S92000003,"276,000 ","198,000 ","65,000 ","193,000 ","136,000 ","49,000 ","208,000 ","147,000 ","52,000 ","157,000 ","122,000 ","40,000 ","263,000 ","175,000 ","64,000 "
2021 Q3,Scotland,S92000003,"280,000 ","199,000 ","65,000 ","211,000 ","149,000 ","53,000 ","221,000 ","156,000 ","54,000 ","164,000 ","128,000 ","42,000 ","279,000 ","184,000 ","67,000 "
2021 Q4,Scotland,S92000003,"287,000 ","208,000 ","67,000 ","209,000 ","147,000 ","52,000 ","222,000 ","158,000 ","54,000 ","168,000 ","132,000 ","43,000 ","277,000 ","183,000 ","66,000 "
2022 Q1,Scotland,S92000003,"295,000 ","213,000 ","69,000 ","210,000 ","150,000 ","52,000 ","224,000 ","160,000 ","55,000 ","169,000 ","133,000 ","43,000 ","281,000 ","188,000 ","68,000 "
2022 Q2,Scotland,S92000003,"294,000 ","219,000 ","69,000 ","211,000 ","151,000 ","53,000 ","226,000 ","164,000 ","56,000 ","176,000 ","139,000 ","45,000 ","279,000 ","189,000 ","67,000 "
2022 Q3,Scotland,S92000003,"306,000 ","226,000 ","73,000 ","222,000 ","157,000 ","55,000 ","234,000 ","167,000 ","58,000 ","176,000 ","140,000 ","46,000 ","291,000 ","193,000 ","70,000 "
2022 Q4,Scotland,S92000003,"315,000 ","233,000 ","74,000 ","218,000 ","152,000 ","56,000 ","237,000 ","168,000 ","59,000 ","178,000 ","141,000 ","47,000 ","294,000 ","194,000 ","72,000 "
2023 Q1,Scotland,S92000003,"326,000 ","233,000 ","77,000 ","209,000 ","145,000 ","55,000 ","226,000 ","158,000 ","58,000 ","172,000 ","133,000 ","46,000 ","279,000 ","181,000 ","70,000 "
2023 Q2,Scotland,S92000003,"324,000 ","224,000 ","77,000 ","213,000 ","150,000 ","58,000 ","231,000 ","162,000 ","61,000 ","177,000 ","138,000 ","49,000 ","287,000 ","187,000 ","74,000 "
2023 Q3,Scotland,S92000003,"326,000 ","224,000 ","79,000 ","220,000 ","152,000 ","59,000 ","232,000 ","160,000 ","61,000 ","173,000 ","134,000 ","48,000 ","293,000 ","187,000 ","75,000 "
2023 Q4,Scotland,S92000003,"327,000 ","221,000 ","80,000 ","215,000 ","148,000 ","60,000 ","230,000 ","158,000 ","62,000 ","170,000 ","132,000 ","48,000 ","292,000 ","185,000 ","77,000 "
2024 Q1,Scotland,S92000003,"330,000 ","230,000 ","82,000 ","213,000 ","152,000 ","60,000 ","225,000 ","161,000 ","62,000 ","171,000 ","137,000 ","49,000 ","286,000 ","187,000 ","77,000 "
2024 Q2,Scotland,S92000003,"335,000 ","233,000 ","83,000 ","216,000 ","155,000 ","60,000 ","230,000 ","164,000 ","63,000 ","176,000 ","141,000 ","50,000 ","289,000 ","189,000 ","76,000 "
2024 Q3,Scotland,S92000003,"333,000 ","236,000 ","84,000 ","227,000 ","162,000 ","64,000 ","236,000 ","168,000 ","65,000 ","177,000 ","142,000 ","50,000 ","300,000 ","197,000 ","82,000 "
2024 Q4,Scotland,S92000003,"332,000 ","241,000 ","81,000 ","224,000 ","161,000 ","62,000 ","237,000 ","171,000 ","64,000 ","181,000 ","146,000 ","51,000 ","300,000 ","198,000 ","78,000 "
2025 Q1,Scotland,S92000003,"330,000 ","243,000 ","80,000 ","223,000 ","161,000 ","61,000 ","234,000 ","170,000 ","63,000 ","183,000 ","147,000 ","51,000 ","296,000 ","197,000 ","76,000 "
2025 Q2,Scotland,S92000003,"332,000 ","246,000 ","80,000 ","222,000 ","163,000 ","61,000 ","237,000 ","174,000 ","63,000 ","185,000 ","150,000 ","52,000 ","298,000 ","201,000 ","77,000 "
2025 Q3,Scotland,S92000003,"339,000 ","250,000 ","82,000 ","234,000 ","169,000 ","62,000 ","244,000 ","177,000 ","64,000 ","187,000 ","151,000 ","52,000 ","308,000 ","206,000 ","79,000 "
2025 Q4,Scotland,S92000003,"331,000 ","244,000 ","81,000 ","232,000 ","168,000 ","62,000 ","245,000 ","178,000 ","64,000 ","187,000 ","151,000 ","51,000 ","307,000 ","207,000 ","78,000 "
1992 Q1,Northern Ireland,N92000001,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
1992 Q2,Northern Ireland,N92000001,"54,000 ","40,000 ","23,000 ","33,000 ","25,000 ","17,000 ","37,000 ","28,000 ","18,000 ","29,000 ","23,000 ","15,000 ","47,000 ","35,000 ","21,000 "
1992 Q3,Northern Ireland,N92000001,"50,000 ","35,000 ","22,000 ","37,000 ","30,000 ","17,000 ","40,000 ","31,000 ","19,000 ","33,000 ","26,000 ","15,000 ","50,000 ","37,000 ","23,000 "
1992 Q4,Northern Ireland,N92000001,"53,000 ","38,000 ","23,000 ","35,000 ","28,000 ","17,000 ","39,000 ","30,000 ","18,000 ","29,000 ","24,000 ","14,000 ","50,000 ","37,000 ","23,000 "
1993 Q1,Northern Ireland,N92000001,"50,000 ","36,000 ","20,000 ","32,000 ","26,000 ","15,000 ","37,000 ","28,000 ","16,000 ","30,000 ","24,000 ","15,000 ","47,000 ","34,000 ","19,000 "
1993 Q2,Northern Ireland,N92000001,"57,000 ","38,000 ","20,000 ","33,000 ","26,000 ","15,000 ","37,000 ","28,000 ","16,000 ","31,000 ","24,000 ","14,000 ","48,000 ","36,000 ","20,000 "
1993 Q3,Northern Ireland,N92000001,"54,000 ","37,000 ","20,000 ","36,000 ","28,000 ","17,000 ","41,000 ","31,000 ","18,000 ","31,000 ","24,000 ","14,000 ","55,000 ","40,000 ","22,000 "
1993 Q4,Northern Ireland,N92000001,"51,000 ","38,000 ","18,000 ","36,000 ","27,000 ","16,000 ","40,000 ","30,000 ","17,000 ","31,000 ","24,000 ","13,000 ","54,000 ","38,000 ","22,000 "
1994 Q1,Northern Ireland,N92000001,"45,000 ","34,000 ","17,000 ","34,000 ","26,000 ","15,000 ","37,000 ","28,000 ","15,000 ","29,000 ","24,000 ","13,000 ","58,000 ","40,000 ","22,000 "
1994 Q2,Northern Ireland,N92000001,"48,000 ","38,000 ","18,000 ","31,000 ","27,000 ","15,000 ","36,000 ","30,000 ","16,000 ","29,000 ","25,000 ","14,000 ","50,000 ","39,000 ","19,000 "
1994 Q3,Northern Ireland,N92000001,"54,000 ","36,000 ","19,000 ","34,000 ","28,000 ","15,000 ","40,000 ","30,000 ","16,000 ","32,000 ","26,000 ","14,000 ","59,000 ","39,000 ","22,000 "
1994 Q4,Northern Ireland,N92000001,"56,000 ","42,000 ","19,000 ","37,000 ","30,000 ","17,000 ","43,000 ","34,000 ","18,000 ","33,000 ","28,000 ","15,000 ","55,000 ","41,000 ","22,000 "
1995 Q1,Northern Ireland,N92000001,"55,000 ","40,000 ","20,000 ","37,000 ","30,000 ","17,000 ","42,000 ","33,000 ","18,000 ","36,000 ","30,000 ","17,000 ","55,000 ","38,000 ","20,000 "
1995 Q2,Northern Ireland,N92000001,"60,000 ","43,000 ","22,000 ","39,000 ","30,000 ","17,000 ","43,000 ","33,000 ","18,000 ","32,000 ","29,000 ","15,000 ","60,000 ","39,000 ","23,000 "
1995 Q3,Northern Ireland,N92000001,"60,000 ","46,000 ","25,000 ","40,000 ","32,000 ","17,000 ","43,000 ","34,000 ","18,000 ","34,000 ","31,000 ","16,000 ","59,000 ","41,000 ","22,000 "
1995 Q4,Northern Ireland,N92000001,"56,000 ","41,000 ","23,000 ","41,000 ","33,000 ","19,000 ","43,000 ","34,000 ","19,000 ","34,000 ","30,000 ","17,000 ","57,000 ","40,000 ","22,000 "
1996 Q1,Northern Ireland,N92000001,"64,000 ","47,000 ","21,000 ","38,000 ","30,000 ","17,000 ","44,000 ","34,000 ","18,000 ","33,000 ","29,000 ","16,000 ","62,000 ","42,000 ","22,000 "
1996 Q2,Northern Ireland,N92000001,"64,000 ","41,000 ","24,000 ","42,000 ","32,000 ","17,000 ","47,000 ","34,000 ","19,000 ","33,000 ","30,000 ","17,000 ","62,000 ","39,000 ","22,000 "
1996 Q3,Northern Ireland,N92000001,"63,000 ","47,000 ","24,000 ","43,000 ","34,000 ","18,000 ","49,000 ","37,000 ","20,000 ","37,000 ","33,000 ","17,000 ","62,000 ","43,000 ","23,000 "
1996 Q4,Northern Ireland,N92000001,"63,000 ","46,000 ","24,000 ","47,000 ","36,000 ","18,000 ","52,000 ","38,000 ","20,000 ","37,000 ","32,000 ","17,000 ","69,000 ","45,000 ","23,000 "
1997 Q1,Northern Ireland,N92000001,"76,000 ","48,000 ","25,000 ","47,000 ","33,000 ","18,000 ","55,000 ","37,000 ","20,000 ","36,000 ","32,000 ","16,000 ","75,000 ","42,000 ","24,000 "
1997 Q2,Northern Ireland,N92000001,"62,000 ","44,000 ","22,000 ","47,000 ","36,000 ","19,000 ","51,000 ","38,000 ","20,000 ","39,000 ","34,000 ","17,000 ","68,000 ","43,000 ","24,000 "
1997 Q3,Northern Ireland,N92000001,"72,000 ","51,000 ","25,000 ","46,000 ","35,000 ","20,000 ","54,000 ","40,000 ","22,000 ","39,000 ","35,000 ","18,000 ","70,000 ","46,000 ","25,000 "
1997 Q4,Northern Ireland,N92000001,"65,000 ","45,000 ","21,000 ","50,000 ","37,000 ","19,000 ","54,000 ","39,000 ","20,000 ","44,000 ","37,000 ","18,000 ","68,000 ","42,000 ","22,000 "
1998 Q1,Northern Ireland,N92000001,"76,000 ","52,000 ","28,000 ","44,000 ","30,000 ","17,000 ","56,000 ","38,000 ","21,000 ","41,000 ","34,000 ","17,000 ","75,000 ","44,000 ","26,000 "
1998 Q2,Northern Ireland,N92000001,"70,000 ","51,000 ","25,000 ","55,000 ","40,000 ","20,000 ","59,000 ","43,000 ","22,000 ","48,000 ","39,000 ","20,000 ","74,000 ","48,000 ","25,000 "
1998 Q3,Northern Ireland,N92000001,"70,000 ","46,000 ","24,000 ","56,000 ","40,000 ","19,000 ","59,000 ","41,000 ","20,000 ","50,000 ","41,000 ","19,000 ","72,000 ","42,000 ","22,000 "
1998 Q4,Northern Ireland,N92000001,"78,000 ","52,000 ","27,000 ","59,000 ","42,000 ","22,000 ","64,000 ","45,000 ","23,000 ","56,000 ","41,000 ","19,000 ","77,000 ","51,000 ","30,000 "
1999 Q1,Northern Ireland,N92000001,"74,000 ","51,000 ","25,000 ","58,000 ","43,000 ","20,000 ","63,000 ","45,000 ","22,000 ","54,000 ","41,000 ","20,000 ","78,000 ","50,000 ","25,000 "
1999 Q2,Northern Ireland,N92000001,"69,000 ","53,000 ","25,000 ","69,000 ","46,000 ","23,000 ","69,000 ","48,000 ","23,000 ","58,000 ","46,000 ","21,000 ","84,000 ","50,000 ","26,000 "
1999 Q3,Northern Ireland,N92000001,"74,000 ","52,000 ","24,000 ","62,000 ","46,000 ","24,000 ","65,000 ","47,000 ","24,000 ","53,000 ","43,000 ","21,000 ","83,000 ","54,000 ","29,000 "
1999 Q4,Northern Ireland,N92000001,"82,000 ","57,000 ","26,000 ","61,000 ","43,000 ","22,000 ","68,000 ","48,000 ","24,000 ","55,000 ","43,000 ","19,000 ","83,000 ","54,000 ","29,000 "
2000 Q1,Northern Ireland,N92000001,"82,000 ","58,000 ","24,000 ","61,000 ","43,000 ","23,000 ","67,000 ","47,000 ","24,000 ","55,000 ","44,000 ","21,000 ","87,000 ","54,000 ","28,000 "
2000 Q2,Northern Ireland,N92000001,"86,000 ","60,000 ","28,000 ","65,000 ","49,000 ","22,000 ","70,000 ","52,000 ","24,000 ","58,000 ","48,000 ","21,000 ","86,000 ","57,000 ","27,000 "
2000 Q3,Northern Ireland,N92000001,"87,000 ","60,000 ","27,000 ","67,000 ","47,000 ","23,000 ","73,000 ","51,000 ","24,000 ","60,000 ","48,000 ","21,000 ","93,000 ","57,000 ","28,000 "
2000 Q4,Northern Ireland,N92000001,"94,000 ","66,000 ","29,000 ","74,000 ","49,000 ","24,000 ","79,000 ","54,000 ","25,000 ","64,000 ","51,000 ","24,000 ","99,000 ","58,000 ","28,000 "
2001 Q1,Northern Ireland,N92000001,"98,000 ","65,000 ","33,000 ","70,000 ","50,000 ","24,000 ","76,000 ","54,000 ","26,000 ","63,000 ","50,000 ","22,000 ","99,000 ","60,000 ","32,000 "
2001 Q2,Northern Ireland,N92000001,"99,000 ","71,000 ","29,000 ","76,000 ","51,000 ","25,000 ","84,000 ","58,000 ","27,000 ","62,000 ","51,000 ","23,000 ","109,000 ","65,000 ","31,000 "
2001 Q3,Northern Ireland,N92000001,"105,000 ","71,000 ","34,000 ","79,000 ","57,000 ","26,000 ","85,000 ","60,000 ","28,000 ","68,000 ","53,000 ","24,000 ","106,000 ","70,000 ","33,000 "
2001 Q4,Northern Ireland,N92000001,"90,000 ","64,000 ","28,000 ","68,000 ","50,000 ","23,000 ","74,000 ","54,000 ","24,000 ","61,000 ","50,000 ","22,000 ","90,000 ","59,000 ","27,000 "
2002 Q1,Northern Ireland,N92000001,"105,000 ","77,000 ","35,000 ","74,000 ","57,000 ","23,000 ","80,000 ","61,000 ","26,000 ","67,000 ","55,000 ","22,000 ","88,000 ","63,000 ","28,000 "
2002 Q2,Northern Ireland,N92000001,"95,000 ","64,000 ","27,000 ","78,000 ","58,000 ","24,000 ","79,000 ","57,000 ","24,000 ","73,000 ","58,000 ","24,000 ","83,000 ","55,000 ","25,000 "
2002 Q3,Northern Ireland,N92000001,"108,000 ","76,000 ","31,000 ","85,000 ","64,000 ","28,000 ","88,000 ","64,000 ","28,000 ","77,000 ","62,000 ","28,000 ","94,000 ","64,000 ","28,000 "
2002 Q4,Northern Ireland,N92000001,"118,000 ","79,000 ","59,000 ","78,000 ","59,000 ","27,000 ","88,000 ","64,000 ","35,000 ","77,000 ","60,000 ","39,000 ","95,000 ","67,000 ","31,000 "
2003 Q1,Northern Ireland,N92000001,"109,000 ","73,000 ","33,000 ","77,000 ","57,000 ","24,000 ","85,000 ","60,000 ","26,000 ","76,000 ","57,000 ","24,000 ","90,000 ","60,000 ","28,000 "
2003 Q2,Northern Ireland,N92000001,"116,000 ","79,000 ","36,000 ","90,000 ","64,000 ","29,000 ","93,000 ","65,000 ","30,000 ","77,000 ","61,000 ","24,000 ","104,000 ","68,000 ","34,000 "
2003 Q3,Northern Ireland,N92000001,"119,000 ","81,000 ","35,000 ","99,000 ","63,000 ","27,000 ","101,000 ","66,000 ","28,000 ","72,000 ","58,000 ","22,000 ","114,000 ","68,000 ","31,000 "
2003 Q4,Northern Ireland,N92000001,"117,000 ","82,000 ","38,000 ","98,000 ","65,000 ","27,000 ","101,000 ","67,000 ","28,000 ","72,000 ","58,000 ","23,000 ","114,000 ","71,000 ","31,000 "
2004 Q1,Northern Ireland,N92000001,"120,000 ","81,000 ","40,000 ","101,000 ","65,000 ","28,000 ","103,000 ","68,000 ","29,000 ","72,000 ","59,000 ","22,000 ","117,000 ","70,000 ","33,000 "
2004 Q2,Northern Ireland,N92000001,"131,000 ","92,000 ","40,000 ","107,000 ","70,000 ","30,000 ","109,000 ","72,000 ","31,000 ","79,000 ","64,000 ","24,000 ","121,000 ","75,000 ","33,000 "
2004 Q3,Northern Ireland,N92000001,"129,000 ","89,000 ","40,000 ","109,000 ","74,000 ","29,000 ","112,000 ","77,000 ","31,000 ","83,000 ","67,000 ","26,000 ","123,000 ","80,000 ","32,000 "
